,Name,Transmission type,Variant,Mileage,Owned,Fuel type,City,Price
1356,2012 Maruti Swift Dzire,Manual,VDI BS IV Manual,"86,683 km",1st Owner,Diesel,Mumbai,"₹4,18,999"
1357,2015 Maruti Alto 800,Manual,VXI Manual,"31,675 km",1st Owner,Petrol,Mumbai,"₹2,55,799"
1358,2017 Maruti Alto 800,Manual,LXI Manual,"5,946 km",1st Owner,Petrol,Mumbai,"₹3,01,899"
1359,2014 Skoda Rapid,Manual,1.5 TDI MT Ambition Plus Manual,"1,53,143 km",1st Owner,Diesel,Mumbai,"₹3,66,699"
1360,2017 Hyundai New Elantra,Automatic,2.0 SX (O) AT Automatic,"38,533 km",1st Owner,Petrol,Mumbai,"₹12,03,999"
1361,2016 Maruti Ertiga,Manual,ZDI SHVS Manual,"45,759 km",1st Owner,Diesel,Mumbai,"₹7,68,899"
1362,2017 Maruti Baleno,Manual,ZETA 1.2 K12 Manual,"79,442 km",1st Owner,Petrol,Mumbai,"₹5,14,899"
1363,2011 Ford Figo,Manual,1.2 ZXI DURATEC Manual,"72,613 km",3rd Owner,Petrol,Mumbai,"₹1,60,299"
1364,2016 Maruti Swift Dzire,Manual,VDI BS IV Manual,"43,981 km",1st Owner,Diesel,Mumbai,"₹5,99,399"
1365,2013 Maruti Swift Dzire,Manual,VDI BS IV Manual,"78,840 km",1st Owner,Diesel,Mumbai,"₹4,44,099"
1366,2013 Hyundai i20,Manual,MAGNA O 1.2 Manual,"34,625 km",1st Owner,Petrol,Mumbai,"₹3,64,099"
1367,2012 Volkswagen Vento,Manual,HIGHLINE PETROL Manual,"56,526 km",2nd Owner,Petrol,Mumbai,"₹3,10,799"
1368,2015 Renault Lodgy,Manual,110 PS RXZ 8 STR Manual,"34,812 km",1st Owner,Diesel,Mumbai,"₹4,83,899"
1369,2013 Maruti Ertiga,Manual,VXI Manual,"27,250 km",2nd Owner,Petrol,Mumbai,"₹4,72,099"
1370,2014 Maruti Wagon R 1.0,Manual,LXI CNG Manual,"94,937 km",3rd Owner,Petrol + CNG,Mumbai,"₹2,38,499"
1371,2009 Hyundai i10,Manual,MAGNA 1.2 Manual,"76,286 km",2nd Owner,Petrol,Mumbai,"₹1,59,999"
1372,2011 BMW X1,Automatic,SDRIVE 20D Automatic,"82,539 km",2nd Owner,Diesel,Mumbai,"₹7,13,399"
1373,2011 Toyota Etios,Manual,V Manual,"90,883 km",1st Owner,Petrol,Mumbai,"₹2,43,599"
1374,2016 Honda City,Manual,V MT PETROL Manual,"32,972 km",1st Owner,Petrol,Mumbai,"₹6,53,799"
1375,2015 Hyundai Creta,Manual,1.6 SX CRDI Manual,"1,02,938 km",1st Owner,Diesel,Mumbai,"₹7,74,299"
1376,2013 Renault Duster,Manual,85 PS RXL Manual,"73,503 km",2nd Owner,Diesel,Mumbai,"₹3,70,999"
1377,2013 Ford Ecosport,Manual,1.0 ECOBOOST TITANIUM OPT Manual,"21,839 km",2nd Owner,Petrol,Mumbai,"₹4,26,999"
1378,2017 Maruti Baleno,Manual,DELTA 1.2 K12 Manual,"64,101 km",1st Owner,Petrol,Mumbai,"₹4,87,499"
1379,2015 Maruti Swift,Manual,VXI Windsong Limited Edition Manual,"7,394 km",2nd Owner,Petrol,Mumbai,"₹3,71,999"
1380,2020 KIA SELTOS,Manual,HTX 1.5 DIESEL Manual,"3,298 km",1st Owner,Diesel,Mumbai,"₹14,73,399"
1381,2013 Toyota Etios,Manual,GD Manual,"74,221 km",1st Owner,Diesel,Mumbai,"₹3,21,199"
1382,2014 Hyundai Verna,Manual,FLUIDIC 1.6 SX VTVT Manual,"88,958 km",1st Owner,Petrol,Mumbai,"₹4,52,699"
1383,2017 Maruti Dzire,Automatic,ZDI Plus AMT Automatic,"61,713 km",1st Owner,Diesel,Mumbai,"₹7,25,999"
1384,2017 Maruti Dzire,Automatic,ZXI AMT Automatic,"1,16,512 km",1st Owner,Petrol,Mumbai,"₹5,87,499"
1385,2015 Maruti Swift,Manual,VXI Manual,"64,108 km",1st Owner,Petrol,Mumbai,"₹4,03,699"
1386,2015 Maruti Ciaz,Manual,ZXI PLUS Manual,"86,735 km",1st Owner,Petrol,Mumbai,"₹5,46,999"
1387,2012 Honda Jazz,Manual,1.2 SELECT I VTEC Manual,"63,717 km",3rd Owner,Petrol,Mumbai,"₹2,84,099"
1388,2018 Honda Amaze,Manual,1.2 V MT I-VTEC Manual,"7,956 km",1st Owner,Petrol,Mumbai,"₹6,36,899"
1389,2014 Maruti Alto K10,Manual,LXI Manual,"37,168 km",3rd Owner,Petrol,Mumbai,"₹1,83,199"
1390,2015 Maruti Ciaz,Manual,ZDI+ Manual,"1,02,534 km",1st Owner,Diesel,Mumbai,"₹5,54,199"
1391,2016 Hyundai Creta,Automatic,1.6 CRDI SX PLUS AUTO Automatic,"1,12,308 km",1st Owner,Diesel,Mumbai,"₹9,23,399"
1392,2018 Maruti S Cross,Manual,ZETA 1.3 SHVS Manual,"53,887 km",1st Owner,Diesel,Mumbai,"₹8,41,999"
1393,2018 Maruti Dzire,Manual,VXI Manual,"21,655 km",1st Owner,Petrol,Mumbai,"₹6,15,099"
1394,2017 Honda Jazz,Manual,1.2 SV MT Manual,"41,851 km",1st Owner,Petrol,Mumbai,"₹4,99,599"
1395,2011 Maruti Alto,Manual,LXI Manual,"49,063 km",1st Owner,Petrol,Mumbai,"₹1,93,299"
1396,2017 Skoda Rapid,Automatic,Style 1.5 TDI AT Automatic,"71,538 km",1st Owner,Diesel,Mumbai,"₹7,69,499"
1397,2016 Maruti Wagon R 1.0,Manual,VXI Manual,"14,283 km",2nd Owner,Petrol,Mumbai,"₹3,57,299"
1398,2016 Maruti Swift,Manual,ZXI Manual,"19,261 km",1st Owner,Petrol,Mumbai,"₹4,82,699"
1399,2013 Maruti Wagon R 1.0,Manual,VXI Manual,"15,738 km",1st Owner,Petrol,Mumbai,"₹2,70,799"
1400,2013 Maruti Wagon R 1.0,Manual,VXI Manual,"40,238 km",1st Owner,Petrol,Mumbai,"₹2,91,899"
1401,2014 Maruti Swift Dzire,Manual,VXI 1.2 BS IV Manual,"56,002 km",1st Owner,Petrol,Mumbai,"₹4,24,899"
1402,2017 Maruti Vitara Brezza,Manual,ZDI PLUS Manual,"67,034 km",1st Owner,Diesel,Mumbai,"₹7,60,099"
1403,2018 Maruti IGNIS,Automatic,ZETA 1.2 K12 AMT Automatic,"9,909 km",1st Owner,Petrol,Mumbai,"₹5,42,199"
1404,2013 Maruti Alto 800,Manual,LXI Manual,"40,256 km",1st Owner,Petrol,Mumbai,"₹2,24,399"
1405,2017 Tata TIGOR,Manual,XZ 1.2 REVOTRON OPT Manual,"21,284 km",1st Owner,Petrol + CNG,Mumbai,"₹4,67,699"
1406,2016 Maruti Ciaz,,VDI (O) SHVS HYBIRD,"1,33,455 km",1st Owner,Diesel,Mumbai,"₹4,58,399"
1407,2019 Maruti Baleno,Manual,ZETA 1.2 K12 Manual,"15,076 km",1st Owner,Petrol,Mumbai,"₹6,55,399"
1408,2010 Maruti Swift,Manual,VXI Manual,"36,785 km",2nd Owner,Petrol,Mumbai,"₹2,38,799"
1409,2017 Maruti Dzire,Manual,ZXI Manual,"37,024 km",1st Owner,Petrol,Mumbai,"₹5,95,899"
1410,2016 Maruti Swift Dzire,Manual,VDI OPT Manual,"1,10,078 km",1st Owner,Diesel,Mumbai,"₹5,49,299"
1411,2011 Volkswagen Vento,Manual,TRENDLINE PETROL Manual,"87,473 km",1st Owner,Petrol,Pune,"₹2,50,899"
1412,2017 Hyundai Creta,Manual,1.6 E + VTVT Manual,"26,916 km",2nd Owner,Petrol,Pune,"₹7,58,899"
1413,2017 Maruti Celerio,Manual,VXI Manual,"11,930 km",1st Owner,Petrol,Pune,"₹4,29,599"
1414,2008 Toyota Innova,,2.5 G3 8 STR,"2,70,705 km",1st Owner,Diesel,Pune,"₹3,70,999"
1415,2020 Tata ALTROZ,Manual,XZ 1.2 Manual,"8,199 km",1st Owner,Petrol,Pune,"₹7,57,299"
1416,2020 Tata ALTROZ,Manual,XZ 1.2 Manual,"13,796 km",1st Owner,Petrol,Pune,"₹7,60,999"
1417,2016 Volkswagen Ameo,Manual,HIGHLINE 1.2 Manual,"39,132 km",2nd Owner,Petrol,Pune,"₹4,84,199"
1418,2014 Hyundai Elite i20,Manual,SPORTZ 1.4 Manual,"91,581 km",1st Owner,Diesel,Pune,"₹4,65,999"
1419,2016 Maruti Ertiga,Manual,VDI SHVS Manual,"84,394 km",1st Owner,Diesel,Pune,"₹7,22,699"
1420,2020 Maruti New Wagon-R,Manual,1.0 LXI (O) Manual,"8,464 km",1st Owner,Petrol,Pune,"₹5,06,399"
1421,2017 Maruti Dzire,Manual,VDI Manual,"15,738 km",1st Owner,Diesel,Pune,"₹7,12,599"
1422,2017 Honda City,Manual,V CVT Manual,"43,777 km",1st Owner,Petrol,Pune,"₹8,74,699"
1423,2015 Honda City,Manual,VX MT PETROL Manual,"50,169 km",1st Owner,Petrol,Pune,"₹7,18,499"
1424,2016 Maruti Baleno,Manual,DELTA 1.2 K12 Manual,"45,554 km",1st Owner,Petrol,Pune,"₹5,38,199"
1425,2019 Hyundai Elite i20,Manual,1.2 SPORTS PLUS VTVT Manual,"18,649 km",1st Owner,Petrol,Pune,"₹7,15,199"
1426,2017 Maruti Dzire,Manual,VDI Manual,"30,047 km",1st Owner,Diesel,Pune,"₹6,97,699"
1427,2019 Maruti Swift,Manual,VDI Manual,"37,819 km",1st Owner,Diesel,Pune,"₹6,65,499"
1428,2018 Nissan Micra,Automatic,XL CVT (PETROL) Automatic,"21,213 km",1st Owner,Petrol,Pune,"₹6,11,099"
1429,2019 Maruti Ertiga,Manual,ZDI PLUS Manual,"20,650 km",1st Owner,Diesel,Pune,"₹11,44,399"
1430,2014 Toyota Fortuner,Automatic,3.0 AT 4X2 Automatic,"78,969 km",2nd Owner,Diesel,Pune,"₹15,20,299"
1431,2016 Ford Ecosport,Manual,1.5 TREND TI VCT Manual,"23,304 km",1st Owner,Petrol,Pune,"₹6,42,999"
1432,2019 KIA SELTOS,Automatic,HTX+ AT 1.5 DIESEL Automatic,"34,292 km",1st Owner,Diesel,Pune,"₹16,43,399"
1433,2018 Maruti Baleno,Manual,DELTA 1.2 K12 Manual,"11,979 km",2nd Owner,Petrol,Pune,"₹5,81,699"
1434,2015 Maruti Wagon R 1.0,Manual,VXI Manual,"71,410 km",1st Owner,Petrol,Pune,"₹3,31,899"
1435,2018 Ford Ecosport,Manual,TREND + 1.5 TI VCT AT Manual,"20,282 km",2nd Owner,Petrol,Pune,"₹7,35,899"
1436,2017 Hyundai Elite i20,Manual,SPORTZ 1.2 Manual,"34,422 km",1st Owner,Petrol,Pune,"₹5,87,999"
1437,2017 Maruti IGNIS,Manual,DELTA 1.2 K12 Manual,"24,753 km",1st Owner,Petrol,Pune,"₹5,14,599"
1438,2016 Maruti Alto K10,Manual,VXI Manual,"45,448 km",1st Owner,Petrol,Pune,"₹2,65,299"
1439,2017 Maruti IGNIS,Manual,DELTA 1.2 K12 Manual,"41,139 km",1st Owner,Petrol,Pune,"₹5,05,899"
1440,2017 Renault Duster,Automatic,RXZ AMT 110 PS Automatic,"47,495 km",1st Owner,Diesel,Pune,"₹8,70,299"
1441,2017 Maruti Dzire,Automatic,ZDI Plus AMT Automatic,"38,118 km",2nd Owner,Diesel,Pune,"₹7,20,899"
1442,2018 Hyundai Creta,Manual,1.4 E PLUS CRDI Manual,"48,945 km",3rd Owner,Diesel,Pune,"₹9,23,399"
1443,2018 Maruti Baleno,Manual,ZETA 1.2 K12 Manual,"19,481 km",1st Owner,Petrol,Pune,"₹6,45,599"
1444,2018 Nissan Micra,Automatic,XL CVT (PETROL) Automatic,"14,360 km",1st Owner,Petrol,Pune,"₹6,28,499"
1445,2019 MG HECTOR,Manual,SHARP 2.0 DIESEL Manual,"14,939 km",1st Owner,Diesel,Pune,"₹18,17,999"
1446,2020 Hyundai VENUE,Automatic,SX+ AT Automatic,"5,069 km",1st Owner,Petrol,Pune,"₹11,46,099"
1447,2018 Maruti Baleno,Manual,DELTA 1.2 K12 Manual,"32,487 km",1st Owner,Petrol,Pune,"₹5,51,399"
1448,2018 Toyota Innova Crysta,Manual,2.4 VX 8 STR Manual,"33,736 km",1st Owner,Diesel,Pune,"₹17,86,499"
1449,2014 Maruti Alto K10,Manual,VXI Manual,"60,402 km",1st Owner,Petrol,Pune,"₹2,34,299"
1450,2015 Honda Brio,Manual,1.2 S MT I VTEC Manual,"41,406 km",1st Owner,Petrol,Pune,"₹3,61,799"
1451,2019 Volkswagen Polo,Manual,GT TSI Manual,"35,675 km",1st Owner,Petrol,Pune,"₹7,70,199"
1452,2018 Toyota Innova Crysta,Manual,2.4 VX 8 STR Manual,"50,919 km",1st Owner,Diesel,Pune,"₹17,98,999"
1453,2015 Volkswagen Jetta,Automatic,HIGHLINE TDI AT Automatic,"92,296 km",1st Owner,Diesel,Pune,"₹9,22,899"
1454,2018 Ford Ecosport,,TREND + 1.5 TI VCT AT,"12,488 km",1st Owner,Petrol,Pune,"₹7,50,199"
1455,2012 Hyundai i20,Manual,SPORTZ 1.2 VTVT Manual,"78,039 km",1st Owner,Petrol,Pune,"₹3,32,799"
1456,2017 Maruti Baleno,Manual,DELTA 1.2 K12 Manual,"53,917 km",1st Owner,Petrol,Pune,"₹5,61,299"
1457,2018 Hyundai Elite i20,,ASTA 1.2 AT,"10,222 km",1st Owner,Petrol,Pune,"₹7,90,499"
1458,2017 Hyundai Creta,Automatic,1.6 SX PLUS AUTO PETROL Automatic,"26,518 km",1st Owner,Petrol,Pune,"₹11,00,199"
1459,2017 Maruti Baleno,Manual,ALPHA DDIS 190 Manual,"48,828 km",1st Owner,Diesel,Pune,"₹6,02,099"
1460,2017 Volkswagen Polo,Automatic,GT TSI 1.2 PETROL AT Automatic,"71,489 km",1st Owner,Petrol,Pune,"₹6,55,199"
1461,2015 Maruti Swift Dzire,Manual,VXI 1.2 BS IV Manual,"15,052 km",2nd Owner,Petrol,Pune,"₹4,87,299"
1462,2014 Honda Amaze,Manual,1.5 SX MT I DTEC Manual,"54,831 km",1st Owner,Diesel,Pune,"₹3,75,499"
1463,2018 Ford Ecosport,Manual,1.5TITANIUM TDCI Manual,"24,695 km",1st Owner,Diesel,Pune,"₹8,47,799"
1464,2020 KIA SELTOS,Automatic,HTK PLUS AT 1.5 DIESEL Automatic,"20,305 km",1st Owner,Diesel,Pune,"₹15,87,899"
1465,2014 Hyundai i20,Manual,SPORTZ 1.2 VTVT Manual,"30,723 km",3rd Owner,Petrol,Pune,"₹3,82,099"
1466,2017 Maruti Wagon R 1.0,Manual,VXI Manual,"11,047 km",3rd Owner,Petrol,Pune,"₹3,93,899"
1467,2017 Maruti Vitara Brezza,Manual,VDI OPT Manual,"38,464 km",1st Owner,Diesel,Pune,"₹7,47,599"
1468,2015 Honda Brio,Manual,1.2 S MT I VTEC Manual,"30,487 km",1st Owner,Petrol,Pune,"₹3,87,199"
1469,2015 Maruti Swift Dzire,Manual,VDI ABS Manual,"1,11,167 km",2nd Owner,Diesel,Pune,"₹5,00,099"
1470,2017 Maruti Baleno,Manual,DELTA 1.2 K12 Manual,"18,994 km",1st Owner,Petrol,Pune,"₹6,18,099"
1471,2017 Ford Ecosport,Manual,1.5 TITANIUM TI VCT Manual,"23,940 km",1st Owner,Petrol,Pune,"₹6,85,899"
1472,2016 Hyundai Grand i10,Manual,SPORTS 1.2 VTVT Manual,"42,095 km",1st Owner,Petrol,Pune,"₹4,47,599"
1473,2017 Ford Ecosport,Manual,1.5 TITANIUM TI VCT Manual,"10,720 km",1st Owner,Petrol,Pune,"₹6,90,599"
1474,2017 Maruti Swift,Manual,ZDI Manual,"1,42,467 km",1st Owner,Diesel,Pune,"₹5,33,199"
1475,2017 Maruti S Cross,Manual,ZETA SHVS Manual,"80,900 km",1st Owner,Diesel,Pune,"₹8,67,399"
1476,2016 Maruti Celerio,Manual,ZXI Manual,"85,812 km",1st Owner,Petrol,Pune,"₹4,12,899"
1477,2016 Maruti Wagon R 1.0,Manual,VXI Manual,"60,108 km",1st Owner,Petrol,Pune,"₹3,92,799"
1478,2014 Ford Ecosport,Manual,1.5TITANIUM TDCI Manual,"1,18,657 km",1st Owner,Diesel,Pune,"₹6,12,699"
1479,2020 KIA SELTOS,,GTX + AT PETROL,"2,787 km",1st Owner,Petrol,Pune,"₹20,08,199"
1480,2018 Volkswagen Polo,Automatic,GT TSI 1.2 PETROL AT Automatic,"20,448 km",1st Owner,Petrol,Pune,"₹7,72,699"
1481,2016 Hyundai Grand i10,Manual,ASTA 1.2 (O) VTVT Manual,"86,068 km",1st Owner,Petrol,Pune,"₹4,64,699"
1482,2013 Maruti Swift Dzire,Manual,VDI BS IV Manual,"74,296 km",1st Owner,Diesel,Pune,"₹5,43,199"
1483,2018 Ford Ecosport,Manual,1.5 TITANIUM PLUS TI VCT AT Manual,"17,149 km",1st Owner,Petrol,Pune,"₹8,55,199"
1484,2016 Hyundai Grand i10,Manual,SPORTZ 1.2 KAPPA VTVT Manual,"45,012 km",1st Owner,Petrol,Pune,"₹4,72,599"
1485,2017 Maruti Wagon R 1.0,Manual,VXI Manual,"33,826 km",1st Owner,Petrol,Pune,"₹4,13,999"
1486,2016 Maruti Alto 800,Manual,LXI Manual,"44,351 km",1st Owner,Petrol,Pune,"₹2,54,599"
1487,2019 Hyundai Grand i10,Manual,MAGNA 1.2 KAPPA VTVT Manual,"7,469 km",1st Owner,Petrol,Pune,"₹5,52,999"
1488,2018 Maruti IGNIS,Automatic,ZETA 1.2 K12 AMT Automatic,"11,321 km",1st Owner,Petrol,Pune,"₹5,78,499"
1489,2019 Maruti Vitara Brezza,Manual,VDI AMT Manual,"67,109 km",1st Owner,Diesel,Pune,"₹7,91,699"
1490,2019 Ford Ecosport,Manual,1.5 TITANIUM PLUS TI VCT AT Manual,"11,217 km",1st Owner,Petrol,Pune,"₹9,70,599"
1491,2017 Hyundai Creta,Automatic,1.6 CRDI SX PLUS AUTO Automatic,"66,764 km",1st Owner,Diesel,Pune,"₹11,27,599"
1492,2016 Honda Brio,Manual,1.2 S MT I VTEC Manual,"15,805 km",1st Owner,Petrol,Pune,"₹4,08,799"
1493,2017 Hyundai Grand i10,Manual,MAGNA 1.2 KAPPA VTVT Manual,"20,910 km",1st Owner,Petrol,Pune,"₹5,04,899"
1494,2018 Ford Ecosport,Manual,1.5 TDCI TITANIUM PLUS Manual,"38,402 km",1st Owner,Diesel,Pune,"₹9,01,099"
1495,2017 Maruti Swift,Manual,ZXI Manual,"14,505 km",1st Owner,Petrol,Pune,"₹5,65,299"
1496,2014 Maruti Alto 800,Manual,LXI Manual,"40,278 km",1st Owner,Petrol,Pune,"₹2,57,499"
1497,2018 Maruti Vitara Brezza,Automatic,ZDI + AMT Automatic,"25,675 km",2nd Owner,Diesel,Pune,"₹8,46,399"
1498,2018 Maruti Vitara Brezza,Automatic,VDI AMT Automatic,"34,666 km",1st Owner,Diesel,Pune,"₹8,91,699"
1499,2017 Maruti Vitara Brezza,Manual,VDI OPT Manual,"98,197 km",1st Owner,Diesel,Pune,"₹7,54,699"
1500,2018 Maruti Celerio,Manual,VXI Manual,"15,478 km",1st Owner,Petrol,Pune,"₹4,89,199"
1501,2019 Maruti Vitara Brezza,Manual,ZDI PLUS Manual,"20,552 km",1st Owner,Diesel,Pune,"₹9,26,699"
1502,2019 Maruti Vitara Brezza,Manual,VDI Manual,"42,680 km",1st Owner,Diesel,Pune,"₹8,09,199"
1503,2018 Maruti Vitara Brezza,Automatic,ZDI AMT Automatic,"35,579 km",1st Owner,Diesel,Pune,"₹9,46,399"
1504,2015 Hyundai Grand i10,Manual,ASTA 1.2 KAPPA VTVT Manual,"63,175 km",3rd Owner,Petrol,Pune,"₹4,43,799"
1505,2019 Ford Ecosport,Manual,1.5 TITANIUM PLUS TI VCT AT Manual,"22,773 km",1st Owner,Petrol,Pune,"₹9,87,199"
1506,2018 Maruti Dzire,Manual,VDI Manual,"64,285 km",1st Owner,Diesel,Pune,"₹7,38,199"
1507,2015 Maruti Alto 800,Manual,LXI Manual,"36,683 km",1st Owner,Petrol,Pune,"₹2,67,599"
1508,2018 Maruti Celerio,Automatic,VXI AMT Automatic,"20,753 km",2nd Owner,Petrol,Pune,"₹4,79,599"
1509,2016 Maruti Alto K10,Manual,VXI AMT Manual,"30,536 km",1st Owner,Petrol,Pune,"₹3,06,399"
1510,2019 Maruti Vitara Brezza,Manual,ZDI Manual,"48,152 km",1st Owner,Diesel,Pune,"₹9,08,899"
1511,2019 Ford Ecosport,Manual,1.5 TITANIUM PLUS TI VCT AT Manual,"8,635 km",1st Owner,Petrol,Pune,"₹10,16,499"
1512,2018 Maruti Celerio,Automatic,ZXI OPT AMT Automatic,"29,961 km",1st Owner,Petrol,Pune,"₹5,24,399"
1513,2020 MG HECTOR,,SHARP DCT PETROL,"8,149 km",1st Owner,Petrol,Pune,"₹18,37,899"
1514,2017 Maruti Celerio,Automatic,VXI AMT Automatic,"6,747 km",1st Owner,Petrol,Pune,"₹4,43,699"
1515,2017 Hyundai Grand i10,,SPORTZ (O) 1.2 AT VTVT,"27,268 km",1st Owner,Petrol,Pune,"₹5,65,699"
1516,2017 Maruti Alto K10,Manual,VXI (O) AMT Manual,"30,820 km",1st Owner,Petrol,Pune,"₹3,33,099"
1517,2015 Tata Nano,Automatic,TWIST XTA Automatic,"27,225 km",1st Owner,Petrol,Pune,"₹2,11,099"
1518,2016 Maruti Alto 800,Manual,LXI Manual,"18,419 km",1st Owner,Petrol,Pune,"₹2,93,799"
1519,2015 Maruti Alto K10,Manual,VXI Manual,"25,490 km",1st Owner,Petrol,Pune,"₹3,37,699"
1520,2017 Maruti Alto 800,Manual,VXI Manual,"16,069 km",1st Owner,Petrol,Pune,"₹3,16,099"
1521,2015 Maruti Alto K10,Manual,VXI Manual,"12,341 km",2nd Owner,Petrol,Pune,"₹3,19,699"
1522,2015 Maruti Alto 800,Manual,LXI Manual,"4,562 km",1st Owner,Petrol,Pune,"₹2,99,499"
1523,2018 Maruti Alto 800,Manual,VXI Manual,"20,369 km",1st Owner,Petrol,Pune,"₹3,25,899"
1524,2018 Maruti Alto 800,Manual,LXI Manual,"17,517 km",1st Owner,Petrol,Pune,"₹3,28,899"
1525,2017 Maruti Alto 800,Manual,LXI Manual,"12,393 km",1st Owner,Petrol,Pune,"₹3,32,799"
1526,2015 Ford Figo Aspire,Manual,1.5 TITANIUM DIESEL Manual,"46,759 km",1st Owner,Diesel,Pune,"₹4,66,199"
1527,2014 Honda City,Manual,SV MT DIESEL Manual,"37,909 km",2nd Owner,Diesel,Pune,"₹5,10,599"
1528,2019 Hyundai VENUE,Manual,1.0L Turbo GDI SX(O) MT Manual,"8,924 km",1st Owner,Petrol,Pune,"₹10,33,999"
1529,2014 Maruti Ritz,Manual,VDI Manual,"1,21,608 km",1st Owner,Diesel,Pune,"₹3,53,099"
1530,2014 Maruti Wagon R 1.0,Manual,VXI Manual,"73,032 km",1st Owner,Petrol,Pune,"₹3,40,499"
1531,2019 Maruti Dzire,Manual,VXI Manual,"19,015 km",1st Owner,Petrol,Pune,"₹6,53,799"
1532,2016 Maruti Baleno,Automatic,DELTA 1.2 K12 AT Automatic,"26,581 km",1st Owner,Petrol,Pune,"₹6,17,999"
1533,2016 Hyundai Grand i10,Manual,SPORTS 1.2 VTVT Manual,"31,884 km",1st Owner,Petrol,Pune,"₹4,67,699"
1534,2017 Honda Jazz,Automatic,1.2 V AT Automatic,"48,106 km",2nd Owner,Petrol,Pune,"₹6,27,399"
1535,2012 Volkswagen Polo,Manual,HIGHLINE1.2L DIESEL Manual,"67,595 km",2nd Owner,Diesel,Pune,"₹2,58,399"
1536,2011 Honda City,Manual,S MT PETROL Manual,"1,01,973 km",2nd Owner,Petrol,Pune,"₹3,06,899"
1537,2015 Skoda Octavia,Automatic,ELEGANCE 1.8 TSI AT Automatic,"93,768 km",1st Owner,Petrol,Pune,"₹8,03,499"
1538,2015 Maruti Ciaz,Manual,ZDI+ SHVS Manual,"1,25,499 km",1st Owner,Diesel,Pune,"₹5,89,299"
1539,2008 Honda Civic,Automatic,1.8V AT Automatic,"85,145 km",5th Owner,Petrol,Pune,"₹1,40,599"
1540,2018 Datsun Go Plus,Manual,T Manual,"24,307 km",1st Owner,Petrol,Pune,"₹3,04,899"
1541,2015 Maruti Swift,Manual,VXI Manual,"22,813 km",1st Owner,Petrol,Pune,"₹4,68,599"
1542,2011 Hyundai i20,Manual,MAGNA O 1.2 Manual,"61,036 km",1st Owner,Petrol,Pune,"₹2,83,699"
1543,2010 Ford Figo,Manual,1.2 TITANIUM DURATEC Manual,"46,290 km",1st Owner,Petrol,Pune,"₹2,06,299"
1544,2017 Tata TIGOR,Manual,XZ 1.2 REVOTRON OPT Manual,"46,971 km",1st Owner,Petrol,Pune,"₹5,01,399"
1545,2016 Maruti Wagon R 1.0,Automatic,VXI AMT Automatic,"59,288 km",2nd Owner,Petrol,Pune,"₹3,93,299"
1546,2018 Tata Tiago,Manual,XZ 1.2 REVOTRON Manual,"43,135 km",1st Owner,Petrol,Pune,"₹4,31,499"
1547,2016 Volkswagen Ameo,Manual,HIGHLINE 1.2 Manual,"52,783 km",1st Owner,Petrol,Pune,"₹4,64,499"
1548,2016 Mahindra Kuv100,Manual,K2 6 STR Manual,"43,012 km",1st Owner,Petrol,Pune,"₹3,30,199"
1549,2016 Volkswagen Ameo,Manual,COMFORTLINE 1.2 Manual,"11,926 km",1st Owner,Petrol,Pune,"₹4,79,299"
1550,2015 Hyundai Elite i20,Manual,SPORTZ 1.2 Manual,"37,644 km",1st Owner,Petrol,Pune,"₹5,00,699"
1551,2016 Hyundai Grand i10,Manual,MAGNA 1.2 VTVT Manual,"61,016 km",1st Owner,Petrol,Pune,"₹3,64,599"
1552,2015 Hyundai Elite i20,Manual,ASTA 1.2 Manual,"64,342 km",1st Owner,Petrol,Pune,"₹5,28,599"
1553,2015 Hyundai Creta,Manual,1.6 SX CRDI Manual,"72,365 km",1st Owner,Diesel,Pune,"₹8,58,299"
1554,2015 Hyundai Elite i20,Manual,ASTA 1.2 Manual,"34,859 km",1st Owner,Petrol,Pune,"₹5,30,099"
1555,2012 Ford Figo,Manual,1.4 TITANIUM DURATORQ Manual,"74,710 km",1st Owner,Diesel,Pune,"₹2,83,799"
1556,2010 Maruti Swift,Manual,VDI Manual,"1,47,679 km",3rd Owner,Diesel,Pune,"₹2,53,399"
1557,2018 Tata Tiago,Manual,XE 1.2 REVOTRON Manual,"12,651 km",1st Owner,Petrol,Pune,"₹3,94,399"
1558,2015 Ford Figo Aspire,Manual,1.5 TREND DIESEL Manual,"59,038 km",1st Owner,Diesel,Pune,"₹4,27,299"
1559,2011 BMW 5 Series,Automatic,525D 3.0 Automatic,"77,266 km",1st Owner,Diesel,Pune,"₹15,54,799"
1560,2014 Hyundai Verna,Manual,FLUIDIC 1.6 SX VTVT Manual,"43,443 km",1st Owner,Petrol,Pune,"₹5,40,299"
1561,2013 Hyundai Eon,Manual,D LITE PLUS Manual,"6,766 km",1st Owner,Petrol,Pune,"₹2,33,399"
1562,2020 KIA SELTOS,Manual,HTK 1.5 PETROL Manual,"22,656 km",1st Owner,Petrol,Pune,"₹12,18,899"
1563,2019 Hyundai GRAND I10 NIOS,Automatic,SPORTZ 1.2 AT Automatic,"5,353 km",1st Owner,Petrol,Pune,"₹6,84,399"
1564,2016 Mahindra TUV300,Manual,T8 Manual,"36,918 km",1st Owner,Diesel,Pune,"₹6,42,299"
1565,2014 Hyundai Elite i20,Manual,ASTA 1.4 CRDI Manual,"71,543 km",2nd Owner,Diesel,Pune,"₹4,90,099"
